Gold_IRR,Date,USD_IRR,Ounce_USD,Oil_USD
35627000.0,2024-07-30,600400.0,2405.0,78.62999725341797
34616000.0,2024-07-29,593500.0,2377.300048828125,79.77999877929688
34279000.0,2024-07-28,589400.0,2380.0,81.12999725341797
34062000.0,2024-07-27,590840.0,2380.0,81.12999725341797
33882000.0,2024-07-26,586460.0,2380.0,81.12999725341797
33734000.0,2024-07-24,587610.0,2413.300048828125,81.70999908447266
33958000.0,2024-07-23,584600.0,2404.60009765625,81.01000213623047
33630000.0,2024-07-22,581760.0,2392.0,82.4000015258789
33436000.0,2024-07-21,575960.0,2395.5,82.62999725341797
33531000.0,2024-07-20,576110.0,2395.5,82.62999725341797
33621000.0,2024-07-19,575770.0,2395.5,82.62999725341797
33882000.0,2024-07-17,572200.0,2454.800048828125,85.08000183105469
33963000.0,2024-07-16,573300.0,2462.39990234375,83.7300033569336
33986000.0,2024-07-13,579170.0,2414.0,85.02999877929688
33845000.0,2024-07-12,579900.0,2414.0,85.02999877929688
33723000.0,2024-07-10,579650.0,2372.199951171875,85.08000183105469
33570000.0,2024-07-09,585100.0,2360.10009765625,84.66000366210938
33409000.0,2024-07-08,588790.0,2355.199951171875,85.75
33808000.0,2024-07-07,588520.0,2388.5,86.54000091552734
34254000.0,2024-07-06,588510.0,2388.5,86.54000091552734
34321000.0,2024-07-05,598300.0,2388.5,86.54000091552734
34939000.0,2024-07-03,608760.0,2359.800048828125,87.33999633789062
34810000.0,2024-07-02,603750.0,2323.0,86.23999786376953
34785000.0,2024-07-01,608140.0,2327.60009765625,86.5999984741211
35306000.0,2024-06-30,613620.0,2327.699951171875,86.41000366210938
